scholarshipID,scholarshipDetailURL,Award Name,Organization,Purposes,Level Of Study,Award Type,Award Amount,Deadline
2015375,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=2015375,"SmithGroup Justice, Equity, Diversity and Inclusion Scholarship Program",SmithGroup,"We have created the SmithGroup Justice, Equity, Diversity and Inclusion (JEDI) Scholarship Program to support and mentor students from historically underrepresented demographics in architecture, interior design, planning, landscape architecture and engineering. The programs mission is to provide these students with the opportunity to attain their professional goals while advancing the architecture/engineering/construction (AEC) industry and improving the built environment.This scholarship includes a one-time award of $6,000 to offset the student's tuition at their current academic institution (5 scholarships are awarded each year). Additionally, the scholarship recipients serve as paid summer interns at SmithGroup offices across the United States (internship is a program requirement). Since its inception in 2018, the program has awarded $180,000 to 25 recipients across the United States.",Bachelor's Degree  Graduate Degree,Scholarship,"$6,000",November
9999050,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999050,REMSA Scholarships,American Railway Engineering and Maintenance-of-Way Association,To support education for member company employees and their family members in pursuing a higher education or continuing education program.,Bachelor's Degree,Scholarship,N/A,December
9999051,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999051,Norfolk Southern Foundation Scholarships,American Railway Engineering and Maintenance-of-Way Association,To support engineering students who are specializing in the railway industry.,Bachelor's Degree,Scholarship,"$1,000",February
9999056,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999056,CSX Scholarships,American Railway Engineering and Maintenance-of-Way Association,To support the education of an undergraduate engineering student who has interest in a railway engineering career.,Bachelor's Degree  Graduate Degree,Scholarship,"$1,000",December
9999053,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999053,Michael W. and Jean D. Franke Family Foundation Scholarships,American Railway Engineering and Maintenance-of-Way Association,To support the continuing education of engineering students.,Bachelor's Degree  Graduate Degree,Scholarship,"$6,000",December
9999057,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999057,AREMA William E. and Barbara I. Van Trump Scholarship,American Railway Engineering and Maintenance-of-Way Association,To support the education of female undergraduate engineering students with an interest in railway engineering careers.,Bachelor's Degree,Scholarship,"$1,000",December
9991677,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991677,SMPE Scholastic Student Loan,The Society of Marine Port Engineers of New York,,Bachelor's Degree,Loan,N/A,
9997495,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9997495,Barriger - Zachary Barriger Memorial Scholarship Fund,Coastal Bend Community Foundation,To provide financial assistance to high school seniors who are planning to pursue a career in engineering or medicine.,Bachelor's Degree,Scholarship,N/A,March
9999043,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999043,National Endowment for the Humanities Fellowship,American Research Center in Egypt,"To granted to individual scholars pursuing projects that embody exceptional research, rigorous analysis, and clear writing; provide recipients time to conduct research or to produce books, monographs, peer-reviewed articles, e-books, digital materials, tr",Bachelor's Degree  Graduate Degree,Fellowship,N/A,April
9992102,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9992102,Marvin Arnold and Irene Jaquetta Heye Scholarship,The San Diego Foundation,"To provide financial assistance to graduating high school seniors planning to attend, or current students who are attending California Polytechnic State University-San Luis Obispo.",Bachelor's Degree,Scholarship,N/A,March
9997214,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9997214,William Pigott Memorial Scholarship,Community Foundation of Northern Illinois,To provide educational resources to individuals pursuing higher education.,Bachelor's Degree,Scholarship,N/A,February
9998949,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998949,Duane Hanson Scholarship,"American Society of Heating, Refrigerating and Air-Conditioning",To help reduce the financial burdens of obtaining an engineering education.,Bachelor's Degree,Scholarship,"$5,000",December
9997472,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9997472,"Eidson - John R. Eidson Jr.,’38 Scholarship",Coastal Bend Community Foundation,To assist engineering students attending Texas A & M University - College Station.,Bachelor's Degree,Scholarship,N/A,March
9998948,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998948,Henry Adams Scholarship,"American Society of Heating, Refrigerating and Air-Conditioning",To provide schools accredited programs recognized by ASHRAEof granting a scholarship.,Bachelor's Degree,Scholarship,"$3,000",December
9991343,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991343,John G. and Betty J. Mick Scholarship Fund,Stark Community Foundation,To provide scholarship assistance to qualified individuals who want to pursue their studies.,Bachelor's Degree,Scholarship,$500,April
9990669,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990669,USA Cargo Trailer Scholarship,USA Cargo Trailer,To assist engineering students in the United States in furthering their educations.,Bachelor's Degree,Scholarship,$500,November
9993616,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993616,Aerospace Career Enhancement (ACE) Scholarship,Native Forward Scholars Fund,To provide financial assistance to eligible American Indian and Alaska Native undergraduate and graduate engineering students enrolled full-time at an accredited institution within Washington state’s public higher education systems.,Bachelor's Degree  Graduate Degree,Scholarship,"$5,000",
9998359,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998359,AIST Benjamin F. Fairless Scholarship,Association for Iron and Steel Technology,To provide educational assistance for students who wish to pursue their education in metallurgy related fields.,Bachelor's Degree  Graduate Degree,Scholarship,"$3,000",
9995075,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995075,Dorothy and Dick Burgess Scholarship,Jackson Community Foundation,To support the pursuit of higher education in Jackson County.,Bachelor's Degree,Scholarship,"$4,000",
9995954,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995954,S.N. (Bud) and Gloria Wolbach Scholarship,Greater Grand Island Community Foundation,To support graduating seniors from Hall County High School pursuing undergraduate engineering degrees.,Bachelor's Degree,Scholarship,N/A,
9998575,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998575,"The Alfred E. Friend, Jr., W4CF Memorial Scholarship",ARRL The National Association for Amateur Radio,To support licensed amateur radio operators pursuing postsecondary education in engineering.,Bachelor's Degree  Graduate Degree,Scholarship,"$5,000",
9998953,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998953,"American Society of Heating, Refrigerating, and Air-Conditioning","American Society of Heating, Refrigerating and Air-Conditioning",To help reduce the financial burdens of obtaining an engineering education.,Bachelor's Degree,Scholarship,"$5,000",December
9998947,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998947,Donald E. Nichols Scholarships,"American Society of Heating, Refrigerating and Air-Conditioning",To enable a one-year scholarship available annually to a qualified undergraduate engineering student enrolled full-time at Tennessee technological university.,Bachelor's Degree,Scholarship,"$3,000",December
9998951,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998951,Willis H. Carrier Scholarships,"American Society of Heating, Refrigerating and Air-Conditioning",To help reduce the financial burdens of obtaining an engineering education.,Bachelor's Degree,Scholarship,"$10,000",December
9990837,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990837,Ford Motor Company Undergraduate Scholarship Award,"Bourns College of Engineering  Center for Environmental Research and Technology  University of California, Riverside",To encourage and aid undergraduate students in pursuit of careers in engineering.,Bachelor's Degree,Scholarship,"$5,000",
9995223,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995223,Channabasappa Memorial Scholarships,International Desalination Association,To encourage engineers and scientists to further their education in subjects related to desalination and water re-use.,Bachelor's Degree  Graduate Degree,Scholarship,"$10,000",October
9996685,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996685,The Nexans Canada Inc. Scholarship Award,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields.,Bachelor's Degree  Vocational,Scholarship,N/A,May
